item1301;Einfacher Kupfer-Speer;7-11 Schaden, schnell (ø 36 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Gegnerbindung: hoch;Effektivität mit zwei Waffen: gering;Waffenwechselzeit: 7 Sekunden;Parieren: schlecht mit mittlerem Potenzial;Behinderungstoleranz (Hauptwaffe): mittelmäßig;Behinderungstoleranz (Zweitwaffe): mittelmäßig;Angriffsgeschwindigkeitsreduktion: gering;Wirkung: 12 Sekunden ;10 Behinderung;1.500 kg, Stangenwaffen, Stufe 1;1200 Gold
item1302;Verstärkter Kupfer-Speer;12-18 Schaden, schnell (ø 60 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Gegnerbindung: hoch;Effektivität mit zwei Waffen: gering;Waffenwechselzeit: 7 Sekunden;Parieren: schlecht mit mittlerem Potenzial;Behinderungstoleranz (Hauptwaffe): mittelmäßig;Behinderungstoleranz (Zweitwaffe): mittelmäßig;Angriffsgeschwindigkeitsreduktion: gering;Wirkung: 12 Sekunden ;10 Behinderung;1.500 kg, Stangenwaffen, Stufe 4;1800 Gold
item1303;Einfacher Eisen-Speer;15-23 Schaden, schnell (ø 76 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Gegnerbindung: hoch;Effektivität mit zwei Waffen: gering;Waffenwechselzeit: 7 Sekunden;Parieren: schlecht mit mittlerem Potenzial;Behinderungstoleranz (Hauptwaffe): mittelmäßig;Behinderungstoleranz (Zweitwaffe): mittelmäßig;Angriffsgeschwindigkeitsreduktion: gering;Wirkung: 12 Sekunden ;10 Behinderung;1.500 kg, Stangenwaffen, Stufe 6;2400 Gold
item1304;Verstärkter Eisen-Speer;20-30 Schaden, schnell (ø 100 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Gegnerbindung: hoch;Effektivität mit zwei Waffen: gering;Waffenwechselzeit: 7 Sekunden;Parieren: schlecht mit mittlerem Potenzial;Behinderungstoleranz (Hauptwaffe): mittelmäßig;Behinderungstoleranz (Zweitwaffe): mittelmäßig;Angriffsgeschwindigkeitsreduktion: gering;Wirkung: 12 Sekunden ;10 Behinderung;1.500 kg, Stangenwaffen, Stufe 9;3700 Gold
item1305;Einfacher Sorandil-Speer;23-35 Schaden, schnell (ø 116 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Gegnerbindung: hoch;Effektivität mit zwei Waffen: gering;Waffenwechselzeit: 7 Sekunden;Parieren: schlecht mit mittlerem Potenzial;Behinderungstoleranz (Hauptwaffe): mittelmäßig;Behinderungstoleranz (Zweitwaffe): mittelmäßig;Angriffsgeschwindigkeitsreduktion: gering;Wirkung: 12 Sekunden ;10 Behinderung;1.500 kg, Stangenwaffen, Stufe 11;4900 Gold
item1306;Verstärkter Sorandil-Speer;28-42 Schaden, schnell (ø 140 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Gegnerbindung: hoch;Effektivität mit zwei Waffen: gering;Waffenwechselzeit: 7 Sekunden;Parieren: schlecht mit mittlerem Potenzial;Behinderungstoleranz (Hauptwaffe): mittelmäßig;Behinderungstoleranz (Zweitwaffe): mittelmäßig;Angriffsgeschwindigkeitsreduktion: gering;Wirkung: 12 Sekunden ;10 Behinderung;1.500 kg, Stangenwaffen, Stufe 14;7400 Gold
item1307;Einfacher Adamant-Speer;31-47 Schaden, schnell (ø 156 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Gegnerbindung: hoch;Effektivität mit zwei Waffen: gering;Waffenwechselzeit: 7 Sekunden;Parieren: schlecht mit mittlerem Potenzial;Behinderungstoleranz (Hauptwaffe): mittelmäßig;Behinderungstoleranz (Zweitwaffe): mittelmäßig;Angriffsgeschwindigkeitsreduktion: gering;Wirkung: 12 Sekunden ;10 Behinderung;1.500 kg, Stangenwaffen, Stufe 16;9800 Gold
item1308;Verstärkter Adamant-Speer;36-54 Schaden, schnell (ø 180 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Gegnerbindung: hoch;Effektivität mit zwei Waffen: gering;Waffenwechselzeit: 7 Sekunden;Parieren: schlecht mit mittlerem Potenzial;Behinderungstoleranz (Hauptwaffe): mittelmäßig;Behinderungstoleranz (Zweitwaffe): mittelmäßig;Angriffsgeschwindigkeitsreduktion: gering;Wirkung: 12 Sekunden ;10 Behinderung;1.500 kg, Stangenwaffen, Stufe 19;14900 Gold
item1309;Einfacher Mithril-Speer;41-62 Schaden, schnell (ø 206 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Gegnerbindung: hoch;Effektivität mit zwei Waffen: gering;Waffenwechselzeit: 7 Sekunden;Parieren: schlecht mit mittlerem Potenzial;Behinderungstoleranz (Hauptwaffe): mittelmäßig;Behinderungstoleranz (Zweitwaffe): mittelmäßig;Angriffsgeschwindigkeitsreduktion: gering;Wirkung: 12 Sekunden ;10 Behinderung;1.500 kg, Stangenwaffen, Stufe 22;22600 Gold
item1310;Verstärkter Mithril-Speer;46-69 Schaden, schnell (ø 230 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Gegnerbindung: hoch;Effektivität mit zwei Waffen: gering;Waffenwechselzeit: 7 Sekunden;Parieren: schlecht mit mittlerem Potenzial;Behinderungstoleranz (Hauptwaffe): mittelmäßig;Behinderungstoleranz (Zweitwaffe): mittelmäßig;Angriffsgeschwindigkeitsreduktion: gering;Wirkung: 12 Sekunden ;10 Behinderung;1.500 kg, Stangenwaffen, Stufe 25;34400 Gold
